ACTIVITY,BP,HR,CIRCLUATION
0,58,330,5848
4,34,156,654
4,48,315,5844
1,21,85,343
1,21,85,343
3,12,79,317
5,127,171,1747
3,49,315,5844
3,15,220,3450
3,53,271,4426
3,78,403,6746
2,68,107,346
0,77,294,6059
5,37,223,2822
0,98,176,977
4,29,216,2677
0,40,210,1364
3,34,71,249
0,16,189,978
4,79,107,517
2,42,52,133
0,61,313,3554
5,20,132,806
3,70,403,6746
3,16,109,689
4,42,322,4619
4,35,294,4249
4,43,196,1997
0,158,251,2260
2,14,138,554
4,28,194,1521
3,59,473,14125
4,23,102,764
4,69,273,2061
5,138,109,486
2,61,473,14125
3,43,315,5844
0,227,386,6756
5,17,88,292
0,24,211,1814
2,80,128,693
5,24,86,205
2,8,105,765
2,21,54,165
5,48,262,3211
0,49,109,398
3,80,128,693
0,49,302,5522
2,20,54,165
0,74,510,12351
0,85,168,1358
3,32,157,1519
0,120,180,1467
0,243,353,6402
0,25,233,3050
2,74,449,5537
2,30,40,100
2,76,449,5537
0,41,203,3127
1,22,249,3630
5,87,136,619
0,39,364,4346
3,74,271,4426
2,9,79,292
0,39,202,1522
2,11,79,292
0,94,234,3131
4,54,483,15505
0,54,247,3453
5,76,473,14125
0,19,181,2054
2,21,54,165
0,20,79,104
0,108,296,5330
3,149,305,2610
4,82,163,1162
0,163,253,2616
4,34,156,654
3,37,215,2188
3,50,234,2464
3,162,308,6057
3,84,120,809
3,75,540,8870
4,160,109,486
3,44,272,3539
5,41,194,1521
5,40,196,1997
0,53,381,9528
2,65,473,14125
3,40,196,1997
5,45,196,1997
3,15,196,1885
4,23,102,516
0,33,278,4812
2,20,54,165
2,88,352,6744
4,103,209,2534
5,66,224,2192
5,28,131,271
5,30,86,205
4,51,234,1581
3,53,107,346
5,32,182,1212
3,40,166,1414
2,20,54,165
0,32,258,5830
5,40,101,270
0,93,400,5432
3,23,216,2677
0,34,268,4154
2,84,449,5537
2,6,33,5
0,35,190,2743
2,17,138,554
3,15,196,1885
5,66,468,9276
4,86,139,587
0,81,509,10544
2,19,96,804
3,52,315,5844
0,66,362,6628
1,147,247,3373
4,40,214,1469
4,15,132,806
3,49,264,3217
4,49,235,4905
0,42,140,551
2,23,249,3630
3,36,247,2754
4,142,217,2904
5,28,131,271
4,30,156,1364
2,46,223,2059
5,6,43,161
2,16,88,292
3,92,130,490
2,17,88,292
4,41,174,1415
0,147,237,2672
0,98,330,4342
1,34,183,931
0,9,101,552
5,29,131,271
2,16,166,1111
4,20,216,2677
3,21,196,1885
0,55,369,6864
4,30,262,3211
5,74,172,973
0,34,70,185
3,27,216,2677
5,28,262,3211
0,42,208,1313
0,19,140,976
5,97,33,5
2,8,105,765
2,39,234,1581
2,11,79,317
2,75,104,457
2,70,107,346
4,95,163,1162
2,41,52,133
4,84,156,1521
5,38,180,2054
2,66,483,15505
5,98,209,2534
3,94,537,8350
4,38,322,4619
2,10,79,317
4,40,223,2822
0,20,180,1167
5,149,109,486
3,30,138,554
0,42,374,6081
5,45,156,1364
4,126,208,1691
0,23,237,2605
4,42,390,7459
2,137,205,1751
2,17,88,292
2,90,163,1162
0,47,316,5745
2,21,54,165
4,64,273,2061
0,115,781,21881
3,92,136,619
4,29,216,2677
5,77,101,249
5,108,208,1691
0,29,369,5746
1,21,85,343
4,53,93,545
2,73,104,457
0,135,286,5740
0,417,572,14146
0,10,191,1931
0,45,215,2060
0,25,149,851
4,98,158,1403
5,114,208,1691
4,51,271,4426
0,78,389,9131
4,96,33,5
4,21,96,804
5,128,171,1747
3,119,204,1692
5,53,262,3211
1,139,247,3373
4,22,102,764
1,22,85,343
0,74,104,457
4,14,96,804
4,74,271,4426
3,86,388,6290
3,5,63,166
0,71,134,888
3,52,107,346
4,96,33,5
3,45,272,3539
0,50,308,4156
3,33,156,1364
0,263,367,5532
4,25,123,621
4,34,188,2599
2,14,88,292
0,166,307,6856
0,20,100,516
0,109,287,2983
0,50,263,4520
0,117,708,25126
3,36,215,2188
2,28,157,1519
0,48,323,4253
3,18,138,554
0,172,281,4717
3,78,403,6746
4,15,132,806
2,21,138,554
3,69,273,2061
0,10,68,270
5,23,72,340
2,65,449,5537
1,14,88,292
3,32,216,2677
0,83,200,2457
4,162,109,486
5,72,107,517
0,23,208,2395
4,20,82,185
0,68,367,6073
5,31,156,1364
4,128,208,1691
4,136,208,1691
2,74,104,457
3,153,352,6744
3,23,215,2188
4,36,179,1626
0,88,188,2318
0,108,465,10110
0,21,177,1803
0,27,109,348
4,143,540,18067
5,40,262,3211
1,20,85,343
4,103,537,8350
2,53,271,4426
2,58,107,346
4,72,163,1162
4,35,166,1414
0,60,262,3544
0,167,563,12827
5,32,262,3211
2,20,54,165
2,23,54,165
0,9,117,1014
3,21,216,2677
0,46,218,3134
0,31,177,1748
3,88,352,6744
4,28,220,3450
5,37,180,2054
3,115,537,8350
4,80,128,693
0,54,363,5639
0,26,190,1523
4,131,540,18067
5,159,281,4061
1,144,247,3373
1,32,183,931
0,118,331,3060
2,16,138,554
3,79,540,8870
4,61,254,3885
4,148,109,486
0,12,99,345
0,3,98,654
2,31,234,1581
2,66,473,14125
4,27,132,1513
0,15,199,1990
3,41,315,5844
2,73,352,6744
2,11,79,317
3,63,224,2192
4,53,288,2334
0,305,497,16216
4,29,174,1415
3,40,71,249
0,40,280,3296
0,27,205,2461
4,90,176,1922
4,140,540,18067
5,46,262,3211
4,52,294,4249
0,55,335,3630
3,42,483,15505
3,82,128,693
5,81,139,587
0,81,425,7710
0,65,258,2327
4,162,308,6057
3,42,315,5844
0,211,329,5319
4,26,138,554
3,46,234,2464
3,96,33,5
4,39,180,2054
4,49,294,4249
3,36,154,587
5,110,208,1691
0,104,271,4246
0,108,173,1752
0,238,305,4343
4,93,388,6290
1,20,54,165
4,27,102,516
0,14,97,250
4,128,462,11563
0,50,271,3224
4,29,40,100
3,41,234,2464
2,124,88,318
0,15,118,842
3,100,537,8350
0,373,512,10113
2,86,128,693
3,47,51,132
4,26,131,271
4,69,224,2192
4,98,130,490
4,95,176,1922
0,10,101,345
2,21,193,2118
3,50,483,15505
4,96,33,5
0,130,710,15353
5,112,208,1691
0,71,381,9943
0,16,187,1993
0,42,136,1018
0,114,211,2740
5,35,315,5844
2,73,449,5537
3,5,63,166
0,16,122,696
0,37,177,2051
0,12,80,341
3,57,224,2192
4,15,80,395
1,31,183,931
4,44,71,249
0,12,71,515
4,139,308,6057
0,10,65,150
4,82,468,9276
2,100,130,490
3,37,166,1414
5,3,43,161
2,16,138,554
3,35,52,133
1,14,88,292
0,14,138,1110
3,34,215,2188
3,51,234,1581
0,16,222,3366
2,83,142,844
2,95,130,490
0,46,231,3053
4,74,101,249
3,51,214,1469
0,164,305,3803
2,88,128,693
0,79,161,1804
0,133,339,3458
3,16,109,689
0,215,436,8996
3,25,105,765
5,77,468,9276
5,82,142,844
4,57,214,1469
2,63,473,14125
3,25,96,804
4,159,109,486
2,116,352,6744
3,27,249,3630
3,49,483,15505
0,30,258,3293
0,109,568,15336
3,5,63,166
3,49,483,15505
3,47,93,545
0,59,202,1870
0,56,321,3630
0,99,302,5020
4,76,134,970
0,22,121,1020
0,48,278,4152
5,59,288,2334
0,34,207,1699
0,18,70,205
3,66,473,14125
3,15,196,1885
4,53,315,5844
3,18,216,2677
0,232,456,10389
3,30,71,249
0,27,196,1686
3,36,154,587
0,18,120,691
3,35,247,2754
3,77,128,693
4,146,540,18067
4,20,132,806
3,13,96,804
3,55,271,4426
4,20,188,2599
2,58,271,4426
2,27,249,3630
4,13,102,764
2,142,217,2904
4,42,235,4905
4,35,179,1626
5,51,262,3211
5,51,262,3211
4,29,166,1111
4,92,388,6290
0,37,316,5521
2,21,88,292
3,47,315,5844
0,100,206,1212
0,43,112,799
4,83,176,1922
0,33,184,1577
0,249,369,5013
3,58,271,4426
0,361,275,2130
4,87,158,1403
0,41,213,1068
4,146,540,18067
0,207,517,16579
4,34,174,1415
3,12,123,621
0,17,110,319
5,21,132,806
4,67,273,2061
0,168,701,15881
0,47,181,1418
5,56,101,270
5,128,171,1747
5,153,109,486
2,13,96,804
1,24,85,343
4,81,158,1403
4,52,247,2754
3,27,215,2188
0,41,280,2899
3,39,67,224
2,40,154,587
3,35,223,2059
3,44,483,15505
5,11,76,147
3,48,93,545
0,25,106,297
4,52,93,545
2,43,235,4905
4,57,473,14125
3,117,462,11563
4,27,174,1415
4,29,71,249
3,80,120,809
3,87,537,8350
2,67,224,2192
0,83,129,400
2,99,130,490
0,24,316,3216
1,23,85,343
3,80,128,693
5,117,171,1747
0,54,196,1808
0,29,266,5413
0,92,455,10683
3,62,120,809
2,18,96,804
4,38,71,249
3,21,196,1885
2,164,305,2610
1,143,247,3373
5,11,72,340
4,94,33,5
2,16,79,292
2,92,449,5537
0,273,353,5750
4,15,132,806
4,68,145,1156
2,92,163,1162
0,59,284,3058
0,75,460,16386
0,13,130,1019
4,124,208,1691
3,39,224,2192
4,92,33,5
2,11,79,317
0,84,164,890
4,54,322,4619
4,88,163,1162
3,207,388,6290
4,155,308,6057
0,55,330,4534
4,26,193,2118
0,25,156,1363
2,38,235,4905
3,29,188,2599
4,89,388,6290
3,72,352,6744
2,93,130,490
0,54,321,7328
0,45,260,2001
3,42,235,4905
4,16,132,806
4,37,54,204
0,26,141,553
3,39,234,2464
2,43,107,346
5,90,468,9276
3,38,315,5844
2,140,217,2904
3,82,136,619
0,105,162,1308
0,97,462,10529
3,31,157,1519
3,20,220,3450
4,36,166,1111
0,69,551,17503
4,142,540,18067
0,22,86,268
3,35,196,1997
5,46,294,4249
0,46,254,5416
2,41,234,2464
3,34,157,1519
2,69,104,457
3,43,134,970
0,24,249,4152
0,73,330,4625
3,90,136,619
0,36,209,1314
5,20,166,1414
2,34,234,2464
4,40,156,654
1,6,33,5
4,117,208,1691
5,37,193,2118
0,57,291,3629
0,31,136,1110
4,16,132,806
0,68,353,6857
5,52,223,2822
3,25,188,2599
2,41,52,133
4,73,120,809
4,18,220,3450
2,20,54,165
3,51,271,4426
2,88,128,693
2,26,96,804
0,67,437,7577
2,15,79,317
2,39,249,3630
3,77,403,6746
2,16,79,292
4,15,132,806
4,29,72,340
3,74,403,6746
3,88,120,809
0,46,362,5213
0,214,376,7705
4,67,128,693
0,48,244,5208
4,11,196,1885
5,36,131,271
0,33,145,933
5,74,107,517
4,33,262,3211
4,23,220,3450
0,27,177,1578
0,33,131,588
4,101,209,2534
4,15,132,806
3,49,67,224
4,65,101,249
4,28,174,1415
0,82,145,1067
0,82,260,3132
3,121,88,318
3,73,473,14125
4,38,215,2394
4,20,102,764
4,29,262,3211
2,86,130,490
4,48,166,1111
0,38,130,657
2,37,154,587
3,51,67,224
4,21,102,764
4,72,145,1156
5,52,288,2334
1,12,79,292
0,7,72,340
2,70,352,6744
4,32,234,2464
3,15,109,689
0,41,220,2391
5,49,224,2192
0,197,256,4156
4,74,136,619
4,16,132,806
0,41,324,7204
4,94,33,5
3,84,136,619
0,26,218,3127
0,294,375,6628
3,65,483,15505
5,39,156,654
4,91,388,6290
2,16,79,292
2,16,88,292
4,48,223,2822
0,40,254,1812
5,38,322,4619
3,167,305,2610
3,53,271,4426
2,71,352,6744
2,16,88,292
2,10,79,317
0,32,178,1928
0,14,112,228
4,40,322,4619
4,63,288,2334
2,40,234,1581
3,23,188,2599
4,151,308,6057
5,40,196,1997
3,56,272,3539
4,77,156,1521
0,55,240,1999
3,82,128,693
0,148,229,2604
0,65,318,4732
2,92,139,587
0,138,195,1633
2,96,33,5
2,93,449,5537
5,71,142,844
4,29,156,1364
3,5,63,166
0,231,114,427
4,14,132,806
3,37,234,2464
2,22,96,804
5,25,72,340
0,276,389,6068
2,20,54,165
5,50,67,224
2,122,88,318
2,10,79,317
2,42,52,133
3,17,216,2677
2,49,51,132
4,17,138,554
3,22,215,2188
0,9,82,206
0,161,883,32064
0,46,313,7578
3,60,272,3539
0,23,263,4807
3,37,235,4905
0,55,300,5105
2,34,315,5844
4,30,131,271
3,37,322,4619
3,33,154,587
3,50,93,545
3,10,79,292
4,62,473,14125
5,70,254,3885
3,80,403,6746
4,96,33,5
0,181,167,850
4,97,159,2181
1,15,85,343
2,94,128,693
3,121,205,1751
0,74,456,11275
2,11,79,292
4,69,254,3885
0,240,478,6410
3,92,120,809
2,120,88,318
1,8,33,5
5,89,473,14125
0,28,178,1208
2,144,247,3373
2,16,79,292
3,48,390,7459
0,56,360,4528
0,16,166,2118
0,2,65,180
0,40,292,4431
0,88,242,2462
4,33,196,1997
5,42,180,2054
2,86,449,5537
0,62,109,806
0,57,198,1522
4,36,52,133
4,63,254,3885
5,27,95,427
4,69,403,6746
4,33,215,2188
5,96,158,1403
4,70,101,249
4,111,537,8350
0,29,181,658
3,24,216,2677
4,28,166,1111
4,91,120,809
3,76,271,4426
4,16,86,205
0,36,154,932
5,46,262,3211
0,31,213,2255
3,39,234,2464
2,92,33,5
4,34,322,4619
5,26,262,3211
3,4,63,166
2,47,51,132
4,31,174,1415
0,59,314,4252
2,44,234,1581
3,14,96,804
4,12,109,689
5,127,171,1747
4,29,156,654
2,20,54,165
3,41,214,1469
5,31,156,1364
2,20,54,165
4,81,142,844
0,43,233,4712
4,25,154,1252
0,38,247,3295
3,36,166,1414
0,176,269,2329
2,54,271,4426
3,34,247,2754
5,43,262,3211
4,11,111,453
0,63,161,1258
3,94,120,809
3,30,196,1997
3,96,33,5
4,62,136,619
0,12,114,428
3,35,96,804
4,177,308,6057
3,48,483,15505
2,24,156,1364
3,83,403,6746
0,167,779,18103
2,20,88,292
2,89,449,5537
4,30,188,2599
2,20,54,165
5,27,86,205
3,77,172,973
3,107,537,8350
0,22,132,766
0,65,321,4812
2,28,234,2464
4,86,462,11563
2,78,449,5537
0,48,307,3979
4,87,128,693
4,29,193,2118
3,15,166,1111
4,61,254,3885
4,71,101,249
0,81,345,5429
0,24,144,1463
2,51,67,224
4,85,176,1922
3,11,196,1885
2,39,235,4905
0,53,124,763
2,97,352,6744
2,136,217,2904
2,55,105,765
2,61,473,14125
2,74,139,587
0,67,114,689
0,29,190,2392
2,50,51,132
0,13,138,1800
0,109,256,3971
0,97,440,10248
0,214,429,9549
4,93,537,8350
0,243,302,3711
4,82,163,1162
0,43,335,4914
3,42,67,224
4,92,120,809
3,159,308,6057
5,44,156,654
3,61,254,3885
5,123,171,1747
3,11,79,292
0,27,122,615
0,211,330,6177
5,159,109,486
2,73,104,457
5,19,102,516
0,3,75,316
0,6,87,422
4,17,72,340
4,51,214,1469
4,96,158,1403
0,105,212,1023
5,19,196,1885
2,163,305,2610
2,24,249,3630
0,132,225,2892
4,21,123,621
2,19,88,292
3,70,254,3885
2,62,473,14125
2,11,79,317
0,42,178,1212
4,39,156,654
4,38,193,2118
0,35,142,402
4,42,294,4249
3,73,136,619
4,18,220,3450
5,6,43,161
4,50,214,1469
0,9,127,888
3,27,216,2677
5,68,107,517
4,27,132,1513
3,126,217,2904
0,73,132,1063
4,30,156,1364
2,41,52,133
5,75,262,3211
0,28,193,2894
3,55,483,15505
3,100,537,8350
0,74,383,4349
0,13,131,585
0,21,120,552
0,42,294,4249
5,34,156,654
0,114,651,15005
0,54,109,426
3,22,72,340
0,57,358,7100
2,74,449,5537
2,42,51,132
3,15,196,1885
3,41,315,5844
3,19,220,3450
4,40,235,4905
3,38,272,3539
0,61,353,6068
4,153,540,18067
0,5,83,247
4,16,132,806
0,18,78,222
3,78,128,693
2,20,96,804
2,41,71,249
2,80,128,693
0,42,286,7322
1,16,88,292
0,104,460,8479
0,21,157,1635
5,86,172,973
3,101,537,8350
4,31,71,249
2,25,249,3630
3,174,308,6057
4,88,158,1403
4,127,540,18067
2,8,33,5
3,37,193,2118
4,47,272,3539
2,36,223,2059
0,23,215,1750
0,78,383,6636
0,117,139,696
5,30,156,1364
3,11,196,1885
3,53,224,2192
0,21,118,1303
3,22,123,621
0,64,342,3633
3,51,224,2192
4,43,156,654
2,121,88,318
0,131,210,2671
3,14,109,689
0,15,95,427
3,31,322,4619
4,0,217,2904
4,26,76,147
4,71,403,6746
0,18,151,1358
2,54,271,4426
0,26,141,1068
3,111,537,8350
0,74,93,484
4,46,322,4619
5,30,131,271
3,82,128,693
0,94,444,5966
2,22,86,205
3,90,120,809
3,38,234,2464
5,24,131,271
4,107,158,1403
0,29,195,1213
5,60,294,4249
3,21,72,340
5,39,131,271
2,129,205,1751
2,16,138,554
2,15,138,554
2,92,449,5537
0,52,340,6515
3,43,188,2599
2,35,154,587
3,13,109,689
0,90,443,7714
0,60,196,2462
3,34,247,2754
0,10,108,520
4,50,483,15505
0,62,483,13616
4,56,272,3539
4,90,537,8350
0,14,121,517
5,42,196,1997
4,29,220,3450
1,6,33,5
3,40,235,4905
3,70,273,2061
5,12,86,205
0,91,622,16243
0,32,107,270
2,60,271,4426
0,14,85,316
5,96,209,2534
3,15,123,621
0,25,143,771
0,9,82,185
4,133,540,18067
2,42,52,133
4,18,102,764
3,62,473,14125
5,18,119,395
5,37,52,133
1,35,183,931
1,42,52,133
2,26,86,205
4,42,93,545
4,104,209,2534
2,50,67,224
5,41,180,2054
4,36,182,1212
2,37,234,1581
3,17,196,1885
3,99,537,8350
5,60,273,2061
2,48,67,224
0,67,282,3801
4,39,194,1521
3,47,93,545
2,41,223,2059
4,119,540,18067
2,76,473,14125
3,87,388,6290
4,34,223,2822
0,26,136,728
4,28,157,1519
4,24,188,2599
0,237,216,2975
2,0,163,1162
3,85,120,809
3,30,156,1364
0,69,264,1695
3,6,63,166
4,163,362,5847
2,72,104,457
0,46,228,2966
5,61,273,2061
2,89,217,2904
4,29,193,2118
0,15,193,2388
2,18,88,292
3,44,315,5844
4,50,288,2334
0,31,289,3546
0,21,122,849
5,11,76,147
2,17,138,554
1,35,183,931
0,49,177,1471
2,75,104,457
1,14,88,292
3,23,138,554
3,92,33,5
2,20,249,3630
2,49,235,4905
2,149,247,3373
0,72,298,5838
0,24,222,2254
3,37,234,2464
3,18,96,804
3,19,105,765
4,68,468,9276
2,16,96,804
1,34,183,931
2,49,51,132
0,204,300,4619
2,160,305,2610
2,34,234,1581
4,59,315,5844
5,38,223,2822
2,94,449,5537
5,82,136,619
0,18,164,2118
3,27,215,2188
4,15,132,806
0,69,320,3466
5,72,254,3885
4,88,156,1521
4,45,214,1469
3,99,537,8350
0,177,247,3371
4,23,123,621
3,44,235,4905
3,81,388,6290
0,46,216,1315
0,52,293,2980
0,63,307,3062
3,39,71,249
1,8,33,5
0,40,240,3052
4,31,86,205
2,28,88,292
2,44,154,587
2,24,249,3630
2,74,449,5537
1,144,247,3373
2,72,352,6744
3,22,138,554
5,30,166,1414
4,80,473,14125
0,10,131,293
0,44,301,3293
0,49,279,3373
4,129,208,1691
2,47,483,15505
4,146,540,18067
0,35,299,4521
3,49,93,545
3,79,540,8870
4,86,128,693
5,23,102,516
2,77,104,457
0,14,121,1156
4,32,156,654
5,56,262,3211
3,79,172,973
0,117,624,15343
3,21,109,689
3,53,271,4426
0,59,446,10107
4,27,102,516
2,49,235,4905
3,14,109,689
0,70,404,13943
5,96,33,5
0,118,863,24470
2,19,54,165
3,179,362,5847
0,102,96,801
2,19,96,804
2,9,79,292
2,98,130,490
4,25,216,2677
0,134,201,2673
0,78,365,5220
4,36,166,1414
4,17,132,806
4,28,166,1414
0,24,212,3369
5,28,131,271
0,84,457,7967
0,49,111,271
5,9,51,102
3,51,272,3539
3,21,196,1885
2,15,138,554
4,12,148,729
5,17,166,1111
2,69,473,14125
0,38,289,2193
0,78,442,8093
4,69,176,1922
3,49,51,132
5,80,176,1922
2,46,67,224
0,146,157,1408
0,14,122,519
1,21,85,343
2,43,234,1581
0,14,116,346
4,97,158,1403
3,54,134,970
3,49,315,5844
0,29,253,2468
0,85,434,8609
2,96,33,5
4,35,193,2118
2,69,104,457
4,79,136,619
2,8,79,292
0,92,621,17517
2,33,85,343
4,17,132,806
2,71,449,5537
4,28,156,1364
5,73,320,3466
0,67,435,8093
2,75,104,457
3,37,215,2188
2,126,205,1751
0,66,158,1524
5,117,171,1747
3,47,254,3885
0,39,204,1309
0,55,310,4817
4,170,308,6057
0,62,572,10981
0,262,401,9540
3,82,172,973
0,29,184,1749
4,20,102,764
0,7,54,130
5,81,403,6746
5,22,76,147
5,23,131,271
0,32,164,1069
2,50,271,4426
0,53,306,4717
0,44,204,1421
0,87,306,4342
0,42,268,2607
2,8,79,292
4,14,63,166
5,120,171,1747
2,55,223,2059
3,35,234,2464
2,49,223,2059
0,42,220,2388
3,71,120,809
5,43,180,2054
3,29,247,2754
0,6,104,345
2,27,249,3630
3,91,136,619
2,96,33,5
0,52,322,6976
3,40,234,2464
5,24,51,102
3,48,473,14125
4,53,322,4619
0,42,374,8598
3,32,157,1519
3,111,537,8350
3,38,272,3539
0,31,260,3628
4,42,216,2677
2,20,54,165
1,20,54,165
0,173,465,11123
2,44,154,587
0,67,269,2988
0,34,119,588
0,55,181,1808
4,128,208,1691
2,117,205,1751
2,92,33,5
2,8,33,5
5,30,262,3211
5,139,217,2904
3,88,136,619
2,13,79,317
3,7,63,166
1,148,247,3373
0,223,440,7593
5,12,82,185
5,62,288,2334
3,52,67,224
0,21,165,1311
0,23,145,891
2,76,352,6744
1,14,88,292
0,65,144,621
3,85,120,809
0,23,132,847
3,20,123,621
1,19,85,343
0,91,499,12195
2,77,352,6744
2,15,166,1111
4,37,149,549
1,21,85,343
1,15,85,343
3,39,154,587
3,46,483,15505
3,56,272,3539
5,44,179,1626
3,41,294,4249
3,40,196,1997
5,2,72,340
4,125,208,1691
5,134,208,1691
4,36,156,654
0,205,310,5739
3,160,109,486
5,35,262,3211
4,60,315,5844
2,100,130,490
3,14,96,804
4,145,540,18067
2,119,88,318
5,51,214,1469
0,139,341,5849
0,31,116,928
0,327,198,2318
0,83,614,19827
4,49,156,654
2,41,67,224
4,46,262,3211
5,164,308,6057
0,70,333,6061
3,51,67,224
5,54,288,2334
2,6,33,5
4,43,272,3539
4,74,273,2061
2,125,88,318
0,24,229,1072
5,74,262,3211
0,13,101,516
3,82,128,693
0,60,111,619
0,37,197,2055
2,33,105,765
4,48,262,3211
0,344,302,3889
3,78,403,6746
5,114,171,1747
5,35,262,3211
3,10,105,765
0,11,93,204
5,72,171,1747
4,111,540,18067
0,207,291,3883
0,63,293,4819
0,82,541,10395
4,8,33,5
5,83,151,1023
5,27,51,102
3,25,138,554
0,40,363,6981
2,14,123,621
0,11,56,87
3,77,172,973
4,45,93,545
1,25,249,3630
0,175,285,2542
3,43,483,15505
5,54,234,2464
4,26,131,271
5,98,219,1875
4,35,131,271
0,182,459,8347
0,54,213,2194
1,30,156,1364
0,80,413,9680
3,52,271,4426
4,88,163,1162
2,52,271,4426
5,51,288,2334
3,12,123,621
5,55,468,9276
3,80,128,693
2,49,51,132
0,66,251,2062
2,35,234,2464
2,32,249,3630
0,65,445,6299
3,44,315,5844
3,15,109,689
2,51,223,2059
4,30,174,1415
0,30,256,1419
0,55,248,2754
4,118,540,18067
0,75,373,6289
0,82,605,9833
4,15,132,806
3,57,483,15505
3,48,93,545
3,16,109,689
4,26,71,249
2,30,96,804
2,50,93,545
0,30,254,1873
4,78,134,970
0,85,241,3207
0,103,507,14148
3,48,93,545
5,104,171,1747
2,74,449,5537
2,16,88,292
4,83,128,693
0,54,416,5645
5,21,107,346
3,51,176,1922
0,47,372,5963
2,40,71,249
0,54,298,2758
0,67,312,3803
4,69,273,2061
4,75,142,844
3,6,63,166
4,22,102,764
0,10,103,295
4,22,102,764
2,20,54,165
4,46,67,224
2,80,352,6744
3,80,128,693
4,33,196,1997
2,11,79,317
0,53,255,2325
4,97,537,8350
3,61,540,8870
1,6,33,5
2,36,154,587
0,20,107,656
0,9,77,202
0,37,275,3455
4,15,132,806
5,3,43,161
3,93,136,619
3,18,88,292
2,42,235,4905
0,90,402,5751
0,245,327,6403
4,19,123,621
4,25,188,2599
1,141,247,3373
2,39,52,133
3,91,176,1922
3,77,128,693
3,22,85,343
2,45,235,4905
5,106,171,1747
0,13,174,1470
5,55,288,2334
3,39,223,2059
3,11,196,1885
5,36,180,2054
2,19,138,554
5,66,468,9276
2,48,235,4905
4,28,71,249
4,0,362,5847
1,81,163,1162
2,8,105,765
1,147,247,3373
0,44,195,1997
5,81,130,694
3,37,157,1519
4,69,101,249
5,43,196,1997
3,78,176,1922
2,100,130,490
4,47,67,224
2,42,52,133
5,40,179,1626
4,67,224,2192
4,25,174,1415
1,147,247,3373
4,31,179,1626
3,91,142,844
2,24,96,804
0,58,315,4343
4,34,40,100
3,31,154,587
3,88,120,809
2,37,235,4905
3,32,247,2754
4,40,223,2822
4,15,132,806
4,66,288,2334
2,13,96,804
2,23,96,804
4,35,156,1364
3,42,272,3539
0,16,166,1164
3,95,214,1469
4,92,388,6290
2,17,105,765
4,60,273,2061
0,51,242,1366
0,32,234,1880
0,43,214,2460
4,24,102,764
0,158,205,1362
4,77,388,6290
0,40,346,9949
4,42,174,1415
0,184,323,6290
5,55,288,2334
2,57,223,2059
3,132,217,2904
4,44,93,545
0,35,300,3297
3,58,59,112
0,69,112,294
4,21,102,516
